iter	RMSE
263	19.48778129
264	19.47643244
265	19.47406442
266	19.47179484
267	19.467002
268	19.45695274
269	19.44259355
270	19.43188654
271	19.41661335
272	19.40927716
273	19.40190838
274	19.3879632
275	19.38241437
276	19.37720171
277	19.37371071
278	19.36443169
279	19.36223567
280	19.35222452
281	19.34787161
282	19.34463994
283	19.33692197
284	19.33089787
285	19.3251957
286	19.31587452
287	19.31345041
288	19.3119926
289	19.30183451
290	19.28883865
291	19.28518124
292	19.27550002
293	19.27003445
294	19.26290515
295	19.25925241
296	19.2524808
297	19.24192606
298	19.23533277
299	19.23041498
300	19.21858775
301	19.21545617
302	19.20898379
303	19.20434203
304	19.19962403
305	19.19181166
306	19.18878265
307	19.18652417
308	19.18038361
309	19.17867684
310	19.16974407
311	19.16575276
312	19.16241894
313	19.15027007
314	19.14318188
315	19.13517643
316	19.12548256
317	19.11383013
318	19.10572224
319	19.10184956
320	19.09756781
321	19.09031265
322	19.08589468
323	19.08053842
324	19.0715434
325	19.06407049
326	19.05817273
327	19.05518685
328	19.04915618
329	19.04105165
330	19.02894455
331	19.01245261
332	19.0042886
333	18.99722522
334	18.99101558
335	18.98660471
336	18.98418769
337	18.98101854
338	18.97030154
339	18.9683752
340	18.96036196
341	18.95495002
342	18.94718474
343	18.94237233
344	18.92723372
345	18.92339712
346	18.91987503
347	18.91474584
348	18.91299982
349	18.90913395
350	18.89747085
351	18.89410904
352	18.88028607
353	18.87477788
354	18.872044
355	18.86363117
356	18.85307274
357	18.84817364
358	18.8386356
359	18.830841
360	18.81915094
361	18.81299847
362	18.80777054
363	18.80502537
364	18.80138977
365	18.79639377
366	18.79031714
367	18.78452956
368	18.77690434
369	18.77072361
370	18.75684577
371	18.74470064
372	18.74023685
373	18.73681809
374	18.73436778
375	18.72962954
376	18.72502753
377	18.72251177
378	18.71848987
379	18.71490198
380	18.70889463
381	18.70717833
382	18.70018116
383	18.69738973
384	18.68878626
385	18.68101769
386	18.67539251
387	18.66593518
388	18.66099442
389	18.65991811
390	18.65557548
391	18.64559912
392	18.64262527
393	18.63976987
394	18.63639428
395	18.62915523
396	18.62370901
397	18.61992705
398	18.61432075
399	18.61114156
400	18.60503209
401	18.60104048
402	18.59961645
403	18.59845264
404	18.59650399
405	18.59445731
406	18.59195851
407	18.58986903
408	18.58640432
409	18.58061094
410	18.57814551
411	18.57664687
412	18.57383459
413	18.56450433
414	18.5604075
415	18.5494166
416	18.5464984
417	18.5397779
418	18.53547595
419	18.52804371
420	18.5229759
421	18.51977955
422	18.51446986
423	18.50983518
424	18.50092644
425	18.49503986
426	18.49135918
427	18.49048194
428	18.48528207
429	18.48330051
430	18.47766088
431	18.4748599
432	18.47055232
433	18.46549184
434	18.4631383
435	18.46145737
436	18.45755794
437	18.44612477
438	18.43883631
439	18.43244673
440	18.42996126
441	18.42229556
442	18.4175367
443	18.40921246
444	18.39464252
445	18.39208132
446	18.38217319
447	18.37692546
448	18.37144869
449	18.36269963
450	18.35892537
451	18.35546308
452	18.34839399
453	18.33732685
454	18.33333065
455	18.32927601
456	18.32467308
457	18.32015114
458	18.31907357
459	18.31579616
460	18.31386557
461	18.3110982
462	18.30763378
463	18.30059567
464	18.29513818
465	18.2876386
466	18.28417605
467	18.28060235
468	18.27824636
469	18.26694588
470	18.26319726
471	18.25577794
472	18.24440906
473	18.24042229
474	18.23270525
475	18.22507
476	18.22013911
477	18.21683026
478	18.21303699
479	18.20975731
480	18.20166639
481	18.19761496
482	18.19142245
483	18.1868258
484	18.18076366
485	18.17372246
486	18.17084351
487	18.16652643
488	18.16440329
489	18.15658904
490	18.14793806
491	18.14358519
492	18.134051
493	18.12980041
494	18.12338363
495	18.12162623
496	18.11885036
497	18.11720591
498	18.11250137
499	18.10692787
500	18.10217178
501	18.10003644
502	18.08924109
503	18.0816617
504	18.0782277
505	18.07467387
506	18.06484015
507	18.05993301
508	18.05704595
509	18.05227723
510	18.0478228
511	18.03825386
512	18.03423423
513	18.03309174
514	18.02597546
515	18.0182755
516	18.01345818
517	18.01136929
518	18.00675989
519	18.003273
520	18.00106725
521	17.99569607
522	17.99243966
523	17.98976243
524	17.98060437
525	17.97288044
526	17.9704413
527	17.96324598
528	17.96097052
529	17.95392505
530	17.94955442
531	17.94304009
532	17.93779636
533	17.93581899
534	17.93094897
535	17.92795526
536	17.92050715
537	17.90898481
538	17.89743806
539	17.89519246
540	17.89031758
541	17.88622974
542	17.88258403
543	17.87964985
544	17.87629807
545	17.87448196
546	17.87275805
547	17.87019505
548	17.86594818
549	17.85780332
550	17.85344901
551	17.85026406
552	17.8427755
553	17.83417795
554	17.82180236
555	17.81883475
556	17.8118525
557	17.80789581
558	17.80675128
559	17.80576109
560	17.79865147
561	17.78930169
562	17.77919467
563	17.77635488
564	17.77296473
565	17.76936037
566	17.76482911
567	17.75893748
568	17.75250954
569	17.7506339
570	17.7444904
571	17.7371831
572	17.73391383
573	17.73118022
574	17.723139
575	17.71856107
576	17.71538878
577	17.70933319
578	17.70751019
579	17.69820119
580	17.69326926
581	17.68756676
582	17.6818504
583	17.67744809
584	17.67066589
585	17.66808531
586	17.66574596
587	17.66199844
588	17.65802217
589	17.65108538
590	17.64899877
591	17.64005648
592	17.63800011
593	17.63527341
594	17.63227169
595	17.6250258
596	17.62187527
597	17.61783873
598	17.614981
599	17.60865912
600	17.60641356
601	17.60105141
602	17.59966136
603	17.59180579
604	17.59072164
605	17.58819702
606	17.58591951
607	17.58335849
608	17.57774289
609	17.57368991
610	17.57189784
611	17.5681228
612	17.56443989
613	17.55780576
614	17.55234685
615	17.54854363
616	17.54562113
617	17.5431359
618	17.54137636
619	17.53781756
620	17.53306232
621	17.53002459
622	17.52538549
623	17.52025399
624	17.51258307
625	17.50376982
626	17.50173001
627	17.50067563
628	17.49859382
629	17.49385389
630	17.48922075
631	17.4872799
632	17.48243059
633	17.47911389
634	17.47607544
635	17.47435887
636	17.46879821
637	17.46660972
638	17.4642717
639	17.46258255
640	17.45323523
641	17.4424737
642	17.44107879
643	17.43671806
644	17.43279635
645	17.42341438
646	17.41958794
647	17.41650801
648	17.41389468
649	17.41187084
650	17.40336923
651	17.40156293
652	17.39937125
653	17.39246349
654	17.38897281
655	17.38688126
656	17.38274132
657	17.38093554
658	17.37018303
659	17.36360856
660	17.3599709
661	17.3515363
662	17.34925682
663	17.34759671
664	17.34269065
665	17.33630782
666	17.33395902
667	17.33113843
668	17.33020786
669	17.3246325
670	17.32268595
671	17.31997435
672	17.31413192
673	17.3124283
674	17.30718929
675	17.30526881
676	17.30393289
677	17.30215522
678	17.29943813
679	17.29691853
680	17.29299264
681	17.28865344
682	17.285536
683	17.28261708
684	17.28030705
685	17.27850665
686	17.27717252
687	17.27486211
688	17.27299103
689	17.26926149
690	17.2662963
691	17.26424555
692	17.25932348
693	17.25778765
694	17.25509439
695	17.25156769
696	17.24859394
697	17.24464719
698	17.24092078
699	17.2394409
700	17.23442815
701	17.22997231
702	17.2244383
703	17.22313364
704	17.22078628
705	17.21593531
706	17.21092339
707	17.20846151
708	17.20063999
709	17.19849175
710	17.19763854
711	17.19467713
712	17.19145082
713	17.1880948
714	17.18425321
715	17.18206734
716	17.17684498
717	17.17185263
718	17.16933389
719	17.16754033
720	17.1650527
721	17.16170553
722	17.15841481
723	17.14955099
724	17.14363045
725	17.14133489
726	17.14008361
727	17.13462118
728	17.12996501
729	17.1211017
730	17.11796937
731	17.11567853
732	17.11073482
733	17.10899142
734	17.10584447
735	17.1023223
736	17.09867422
737	17.09075585
738	17.08800377
739	17.08625193
740	17.08324365
741	17.08146481
742	17.07768536
743	17.07621091
744	17.07009468
745	17.06867077
746	17.06618524
747	17.06450679
748	17.06100125
749	17.0547208
750	17.05299025
751	17.04882165
752	17.0463766
753	17.04515024
754	17.04353614
755	17.04098069
756	17.03797732
757	17.0357217
758	17.03182144
759	17.02844008
760	17.02208166
761	17.01840881
762	17.01339676
763	17.01047358
764	17.00675972
765	17.00146467
766	16.99969954
767	16.99834903
768	16.99490885
769	16.99250174
770	16.99024766
771	16.98720428
772	16.98127131
773	16.9778954
774	16.96959518
775	16.96693454
776	16.96337347
777	16.95706184
778	16.9534053
779	16.95098985
780	16.94866232
781	16.94777914
782	16.94380333
783	16.94173123
784	16.93819056
785	16.93291355
786	16.93155896
787	16.92720059
788	16.92542146
789	16.92341517
790	16.92188887
791	16.91817753
792	16.91564028
793	16.91419341
794	16.91073217
795	16.90783471
796	16.90536867
797	16.90419849
798	16.90088098
799	16.89777463
800	16.89492928
801	16.89164567
802	16.89067625
803	16.88639582
804	16.88351165
805	16.87853226
806	16.87477706
807	16.87152973
808	16.8694378
809	16.86454883
810	16.85997981
811	16.85710319
812	16.85003433
813	16.84359662
814	16.83834976
815	16.82944963
816	16.82699081
817	16.8248637
818	16.82172322
819	16.81926278
820	16.81590175
821	16.8078207
822	16.8051029
823	16.80236344
824	16.79468587
825	16.79092256
826	16.78565847
827	16.7826684
828	16.7782961
829	16.77423488
830	16.7649725
831	16.75503036
832	16.74789236
833	16.74502694
834	16.74273034
835	16.74071408
836	16.736901
837	16.73309
838	16.73200108
839	16.72671874
840	16.72236555
841	16.71953274
842	16.71679091
843	16.71438631
844	16.70857115
845	16.70386885
846	16.69782732
847	16.69394329
848	16.68890447
849	16.68565654
850	16.68032349
851	16.67765327
852	16.67523838
853	16.67281095
854	16.67156412
855	16.66984637
856	16.66850225
857	16.66526014
858	16.66399873
859	16.6609252
860	16.65854654
861	16.6557607
862	16.65153754
863	16.64935763
864	16.64571236
865	16.64045464
866	16.63868904
867	16.637192
868	16.63567392
869	16.63388554
870	16.62713985
871	16.62385748
872	16.61923319
873	16.61403749
874	16.61131627
875	16.60947947
876	16.60818299
877	16.60466676
878	16.59980735
879	16.59847383
880	16.59630641
881	16.5921439
882	16.58942332
883	16.58808492
884	16.58030142
885	16.57841199
886	16.57646101
887	16.57001305
888	16.5685945
889	16.56421036
890	16.56191525
891	16.55757026
892	16.55425364
893	16.55203949
894	16.54691009
895	16.54475001
896	16.5423801
897	16.5402028
898	16.536432
899	16.53028474
900	16.52445261
901	16.52103042
902	16.51909759
903	16.51132538
904	16.50675136
905	16.50530836
906	16.50019618
907	16.49908773
908	16.49505006
909	16.49220323
910	16.48988172
911	16.48634161
912	16.48350956
913	16.47451345
914	16.46822877
915	16.46708721
916	16.4621107
917	16.45867127
918	16.45587651
919	16.45339069
920	16.45060024
921	16.4481555
922	16.44585789
923	16.44141874
924	16.4365721
925	16.43522199
926	16.43358365
927	16.42873281
928	16.42446805
929	16.42238337
930	16.41595752
931	16.41339422
932	16.41083525
933	16.40804688
934	16.40676654
935	16.40495927
936	16.40279699
937	16.3991873
938	16.39628925
939	16.39500614
940	16.39356061
941	16.38564655
942	16.38213384
943	16.37536099
944	16.37353017
945	16.36899326
946	16.36552551
947	16.36291005
948	16.3610925
949	16.35948843
950	16.35827994
951	16.35574364
952	16.3512385
953	16.34955634
954	16.34753161
955	16.34506354
956	16.3409966
957	16.3394394
958	16.33555566
959	16.33299643
960	16.33062563
961	16.32747248
962	16.3240477
963	16.32092745
964	16.31799313
965	16.31466416
966	16.31372325
967	16.31130991
968	16.30943825
969	16.30610614
970	16.30386585
971	16.30151526
972	16.29651566
973	16.29500978
974	16.29278607
975	16.29196252
976	16.29000294
977	16.28514227
978	16.28385027
979	16.28171157
980	16.27934159
981	16.27411711
982	16.26859968
983	16.26698761
984	16.25921808
985	16.25733064
986	16.25387521
987	16.24985321
988	16.24697482
989	16.24298851
990	16.24008817
991	16.23511335
992	16.23312067
993	16.23037143
994	16.22830361
995	16.22562687
996	16.21924693
997	16.2156998
998	16.21353883
999	16.21219905
